Date,Session,RealTime,LoginName,Command,OrderID,BrandName,NewRepay,SellBuy,MarketLimit,Price,Volume,RandomNumber
26,2,Tue Jul 14 00:00:55 JST 2015,URandomAgent,Request,2474,j30,1,1,2,2197,47,121515319
26,2,Tue Jul 14 00:00:55 JST 2015,TrendStrategy,Request,2475,j30,1,1,2,2161,35,215581682
26,2,Tue Jul 14 00:00:55 JST 2015,AntiTrendStrategy1,Request,2476,j30,1,2,2,2177,21,60562176
26,2,Tue Jul 14 00:00:55 JST 2015,AntiTrendStrategy2,Request,2477,j30,1,2,2,2202,22,1198219548
26,2,Tue Jul 14 00:00:55 JST 2015,SRandomStrategy0000,Request,2478,j30,1,2,2,2181,32,1906387300
26,2,Tue Jul 14 00:00:55 JST 2015,SRandomStrategy0001,Request,2479,j30,1,2,2,2191,24,1100201927
26,2,Tue Jul 14 00:00:55 JST 2015,SRandomStrategy0002,Request,2480,j30,1,2,2,2184,31,1855637051
26,2,Tue Jul 14 00:00:55 JST 2015,DayTradeStrategy1,Request,2481,j30,1,2,2,2165,25,868151957
26,2,Tue Jul 14 00:00:55 JST 2015,DayTradeStrategy1,Request,2482,j30,1,1,2,2208,13,88737917
26,2,Tue Jul 14 00:00:55 JST 2015,DayTradeStrategy2,Request,2483,j30,1,2,2,2165,19,619407989
26,2,Tue Jul 14 00:00:55 JST 2015,DayTradeStrategy2,Request,2484,j30,1,1,2,2208,16,2022234120
