Date,Session,RealTime,LoginName,Command,OrderID,BrandName,NewRepay,SellBuy,MarketLimit,Price,Volume,RandomNumber
29,2,Tue Jul 14 00:02:16 JST 2015,URandomAgent,Request,2786,j30,1,1,2,2122,18,134610559
29,2,Tue Jul 14 00:02:16 JST 2015,TrendStrategy,Request,2787,j30,1,1,2,2137,29,914086591
29,2,Tue Jul 14 00:02:16 JST 2015,AntiTrendStrategy1,Request,2788,j30,1,2,2,2108,27,507483036
29,2,Tue Jul 14 00:02:16 JST 2015,AntiTrendStrategy2,Request,2789,j30,1,2,2,2163,17,962655238
29,2,Tue Jul 14 00:02:16 JST 2015,SRandomStrategy0000,Request,2790,j30,1,2,2,2069,14,558720800
29,2,Tue Jul 14 00:02:16 JST 2015,SRandomStrategy0001,Request,2791,j30,1,1,2,2074,15,485088440
29,2,Tue Jul 14 00:02:16 JST 2015,SRandomStrategy0002,Request,2792,j30,1,1,2,2052,10,842119215
29,2,Tue Jul 14 00:02:16 JST 2015,RsiStrategy,Request,2793,j30,1,2,2,2130,22,197340595
29,2,Tue Jul 14 00:02:16 JST 2015,SRsiStrategy1,Request,2794,j30,1,2,2,2047,22,662896325
29,2,Tue Jul 14 00:02:16 JST 2015,SRsiStrategy2,Request,2795,j30,1,2,2,2051,23,743533848
29,2,Tue Jul 14 00:02:16 JST 2015,SRsiStrategy3,Request,2796,j30,1,2,2,2036,30,931556529
29,2,Tue Jul 14 00:02:16 JST 2015,SFSpreadStrategy1,Request,2797,j30,1,1,2,1991,24,376991924
29,2,Tue Jul 14 00:02:16 JST 2015,SFSpreadStrategy2,Request,2798,j30,1,1,2,2109,38,1824599920
29,2,Tue Jul 14 00:02:16 JST 2015,DayTradeStrategy1,Request,2799,j30,1,2,2,2113,35,758304440
29,2,Tue Jul 14 00:02:16 JST 2015,DayTradeStrategy1,Request,2800,j30,1,1,2,2156,14,296948571
29,2,Tue Jul 14 00:02:16 JST 2015,DayTradeStrategy2,Request,2801,j30,1,2,2,2113,13,1131679424
29,2,Tue Jul 14 00:02:16 JST 2015,DayTradeStrategy2,Request,2802,j30,1,1,2,2156,24,1910113932
