Date,Session,RealTime,LoginName,Command,OrderID,BrandName,NewRepay,SellBuy,MarketLimit,Price,Volume,RandomNumber
19,4,Mon Jul 13 23:57:52 JST 2015,URandomAgent,Request,1697,j30,1,1,2,2177,20,1209094472
19,4,Mon Jul 13 23:57:52 JST 2015,TrendStrategy,Request,1698,j30,1,1,2,2202,12,655401709
19,4,Mon Jul 13 23:57:52 JST 2015,AntiTrendStrategy1,Request,1699,j30,1,2,2,2239,46,1355231532
19,4,Mon Jul 13 23:57:52 JST 2015,AntiTrendStrategy2,Request,1700,j30,1,2,2,2181,18,453870621
19,4,Mon Jul 13 23:57:52 JST 2015,SRandomStrategy0000,Request,1701,j30,1,2,2,2231,42,1773725142
19,4,Mon Jul 13 23:57:52 JST 2015,SRandomStrategy0001,Request,1702,j30,1,2,2,2198,22,931387200
19,4,Mon Jul 13 23:57:52 JST 2015,SRandomStrategy0002,Request,1703,j30,1,2,2,2232,38,1758316982
19,4,Mon Jul 13 23:57:52 JST 2015,RsiStrategy,Request,1704,j30,1,2,2,2248,50,757071477
19,4,Mon Jul 13 23:57:52 JST 2015,SMovingAverageStrategy3,Request,1705,j30,1,1,2,2225,36,1489208524
19,4,Mon Jul 13 23:57:52 JST 2015,DayTradeStrategy1,Request,1706,j30,1,2,2,2207,28,1210751622
19,4,Mon Jul 13 23:57:52 JST 2015,DayTradeStrategy1,Request,1707,j30,1,1,2,2252,49,907876577
19,4,Mon Jul 13 23:57:52 JST 2015,DayTradeStrategy2,Request,1708,j30,1,2,2,2207,39,1350317348
19,4,Mon Jul 13 23:57:52 JST 2015,DayTradeStrategy2,Request,1709,j30,1,1,2,2252,30,1406291688
