Date,Session,RealTime,LoginName,Command,OrderID,BrandName,NewRepay,SellBuy,MarketLimit,Price,Volume,RandomNumber
21,6,Mon Jul 13 23:58:52 JST 2015,URandomAgent,Request,1974,j30,1,2,2,2229,28,1458781131
21,6,Mon Jul 13 23:58:52 JST 2015,TrendStrategy,Request,1975,j30,1,1,2,2199,44,129397429
21,6,Mon Jul 13 23:58:52 JST 2015,AntiTrendStrategy1,Request,1976,j30,1,2,2,2170,20,1954215371
21,6,Mon Jul 13 23:58:52 JST 2015,AntiTrendStrategy2,Request,1977,j30,1,2,2,2200,47,1696275507
21,6,Mon Jul 13 23:58:52 JST 2015,SRandomStrategy0000,Request,1978,j30,1,1,2,2034,22,2108315359
21,6,Mon Jul 13 23:58:52 JST 2015,SRandomStrategy0001,Request,1979,j30,1,1,2,2052,40,1589920370
21,6,Mon Jul 13 23:58:52 JST 2015,SRandomStrategy0002,Request,1980,j30,1,2,2,2044,30,169401857
21,6,Mon Jul 13 23:58:52 JST 2015,RsiStrategy,Request,1981,j30,1,2,2,2202,15,2100583101
21,6,Mon Jul 13 23:58:52 JST 2015,SRsiStrategy1,Request,1982,j30,1,2,2,2045,22,2046569049
21,6,Mon Jul 13 23:58:52 JST 2015,SRsiStrategy2,Request,1983,j30,1,2,2,2063,23,792474287
21,6,Mon Jul 13 23:58:52 JST 2015,SRsiStrategy3,Request,1984,j30,1,2,2,2041,48,1019373827
21,6,Mon Jul 13 23:58:52 JST 2015,MovingAverageStrategy,Request,1985,j30,1,1,2,2191,15,1060071546
21,6,Mon Jul 13 23:58:52 JST 2015,SFSpreadStrategy1,Request,1986,j30,1,1,2,2115,15,1510392197
21,6,Mon Jul 13 23:58:52 JST 2015,SFSpreadStrategy2,Request,1987,j30,1,1,2,2151,46,959306978
21,6,Mon Jul 13 23:58:52 JST 2015,DayTradeStrategy1,Request,1988,j30,1,2,2,2178,15,1525442556
21,6,Mon Jul 13 23:58:52 JST 2015,DayTradeStrategy1,Request,1989,j30,1,1,2,2222,48,606183363
21,6,Mon Jul 13 23:58:52 JST 2015,DayTradeStrategy2,Request,1990,j30,1,2,2,2178,39,1228468573
21,6,Mon Jul 13 23:58:52 JST 2015,DayTradeStrategy2,Request,1991,j30,1,1,2,2222,10,1607891837
