Date,Session,RealTime,LoginName,Command,OrderID,BrandName,NewRepay,SellBuy,MarketLimit,Price,Volume,RandomNumber
15,6,Mon Jul 13 23:56:10 JST 2015,URandomAgent,Request,1331,j30,1,1,2,2254,44,1218675377
15,6,Mon Jul 13 23:56:10 JST 2015,TrendStrategy,Request,1332,j30,1,2,2,2229,23,1835213917
15,6,Mon Jul 13 23:56:10 JST 2015,AntiTrendStrategy1,Request,1333,j30,1,1,2,2244,16,2129406080
15,6,Mon Jul 13 23:56:10 JST 2015,AntiTrendStrategy2,Request,1334,j30,1,1,2,2267,19,435085119
15,6,Mon Jul 13 23:56:10 JST 2015,SRandomStrategy0000,Request,1335,j30,1,2,2,2256,50,1228372789
15,6,Mon Jul 13 23:56:10 JST 2015,SRandomStrategy0001,Request,1336,j30,1,2,2,2286,10,1182715248
15,6,Mon Jul 13 23:56:10 JST 2015,SRandomStrategy0002,Request,1337,j30,1,1,2,2277,33,1308536063
15,6,Mon Jul 13 23:56:10 JST 2015,SFSpreadStrategy1,Request,1338,j30,1,2,2,2267,31,523106234
15,6,Mon Jul 13 23:56:10 JST 2015,SFSpreadStrategy2,Request,1339,j30,1,2,2,2272,46,43395904
15,6,Mon Jul 13 23:56:10 JST 2015,DayTradeStrategy1,Request,1340,j30,1,2,2,2235,19,227621647
15,6,Mon Jul 13 23:56:10 JST 2015,DayTradeStrategy1,Request,1341,j30,1,1,2,2280,12,1264729760
15,6,Mon Jul 13 23:56:10 JST 2015,DayTradeStrategy2,Request,1342,j30,1,2,2,2235,36,93315972
