Date,Session,Price,SellVolume,BuyVolume
5,8,-1,0,0
5,8,2002,0,46
5,8,2015,0,41
5,8,2022,0,45
5,8,2028,0,77
5,8,2033,0,11
5,8,2035,0,68
5,8,2036,0,34
5,8,2046,0,90
5,8,2049,0,56
5,8,2050,0,47
5,8,2051,0,40
5,8,2052,0,16
5,8,2053,0,72
5,8,2056,0,60
5,8,2059,0,25
5,8,2062,0,44
5,8,2063,0,20
5,8,2070,0,13
5,8,2071,0,44
5,8,2072,3,0
5,8,2076,22,0
5,8,2077,38,0
5,8,2080,64,0
5,8,2082,46,0
5,8,2083,75,0
5,8,2084,46,0
5,8,2085,19,0
5,8,2086,40,0
5,8,2087,60,0
5,8,2090,51,0
5,8,2092,81,0
5,8,2094,61,0
5,8,2095,20,0
5,8,2097,43,47
5,8,2101,24,0
5,8,2105,46,0
5,8,2112,19,0
5,8,2135,50,0
5,8,2142,42,0
5,8,2143,40,0
5,8,2149,24,0
5,8,2155,50,0
5,8,2161,25,0
5,8,2169,47,0
5,8,2172,43,0
5,8,2173,61,0
5,8,2180,41,0
5,8,2187,18,0
5,8,2188,38,0
5,8,2189,45,0
5,8,2190,27,0
5,8,2197,35,0
5,8,2212,45,39
5,8,2234,19,0
5,8,2245,18,0
5,8,2247,0,48
5,8,2254,41,0
5,8,2257,25,0
5,8,2262,83,0
5,8,2277,50,0
5,8,2279,0,37
5,8,2284,28,0
5,8,2288,39,0
5,8,2295,23,0
