Date,Session,Price,SellVolume,BuyVolume
3,8,-1,0,0
3,8,1905,0,31
3,8,1910,0,20
3,8,1925,0,39
3,8,1929,0,69
3,8,1936,0,28
3,8,1937,0,51
3,8,1938,0,40
3,8,1941,0,43
3,8,1949,0,44
3,8,1950,0,111
3,8,1954,0,46
3,8,1956,0,162
3,8,1957,0,1
3,8,1960,0,34
3,8,1963,0,68
3,8,1965,0,83
3,8,1968,0,32
3,8,1971,0,31
3,8,1975,0,31
3,8,1978,15,23
3,8,1980,0,37
3,8,1983,24,0
3,8,1988,39,65
3,8,1989,32,0
3,8,1991,15,0
3,8,1993,49,0
3,8,1994,0,10
3,8,1995,117,0
3,8,2000,33,0
3,8,2002,16,49
3,8,2004,33,0
3,8,2005,41,0
3,8,2012,14,0
3,8,2018,57,0
3,8,2023,40,0
