Date,Session,Price,SellVolume,BuyVolume
6,4,-1,0,0
6,4,2062,0,45
6,4,2077,0,44
6,4,2085,37,0
6,4,2088,0,41
6,4,2090,0,81
6,4,2091,0,14
6,4,2092,0,18
6,4,2095,11,0
6,4,2096,0,39
6,4,2102,26,0
6,4,2103,1,0
6,4,2117,44,0
6,4,2118,52,0
6,4,2120,18,0
6,4,2125,0,42
6,4,2131,69,0
6,4,2133,52,0
6,4,2134,49,0
6,4,2190,44,0
6,4,2198,48,0
6,4,2210,37,0
6,4,2222,32,0
6,4,2223,27,0
6,4,2228,61,0
6,4,2244,22,0
6,4,2254,36,0
6,4,2258,23,0
6,4,2259,27,0
6,4,2262,43,0
6,4,2272,50,0
6,4,2280,15,0
6,4,2286,41,0
6,4,2287,26,0
6,4,2290,0,44
6,4,2292,43,0
6,4,2303,48,0
