Date,Session,Price,SellVolume,BuyVolume
1,7,-1,0,0
1,7,1964,0,31
1,7,1968,42,0
1,7,1989,0,36
1,7,1993,0,43
1,7,1994,0,43
1,7,1995,41,33
1,7,1997,0,46
1,7,1998,41,28
1,7,1999,0,132
1,7,2002,0,33
1,7,2003,0,30
1,7,2005,21,101
1,7,2009,39,0
1,7,2010,0,17
1,7,2011,0,39
1,7,2015,0,145
1,7,2018,22,0
1,7,2023,0,26
1,7,2035,41,0
1,7,2036,73,0
1,7,2037,37,0
1,7,2038,25,0
1,7,2039,13,0
1,7,2040,135,0
1,7,2044,18,0
1,7,2046,88,0
1,7,2048,29,0
1,7,2050,39,0
1,7,2051,49,0
1,7,2053,24,0
1,7,2056,127,0
1,7,2059,34,0
1,7,2062,22,0
1,7,2072,41,0
1,7,2073,37,0
1,7,2088,40,0
1,7,2096,21,0
