Date,Session,Price,SellVolume,BuyVolume
4,7,-1,0,0
4,7,1968,0,68
4,7,1979,0,33
4,7,1982,0,334
4,7,1988,0,30
4,7,1989,0,35
4,7,1991,0,40
4,7,1994,0,35
4,7,1995,0,27
4,7,1997,0,16
4,7,1998,0,60
4,7,2000,0,17
4,7,2002,40,0
4,7,2009,0,27
4,7,2018,13,0
4,7,2020,29,0
4,7,2023,263,0
4,7,2025,48,0
4,7,2026,34,0
4,7,2028,62,0
4,7,2029,83,0
4,7,2034,36,0
4,7,2035,15,0
4,7,2036,42,0
4,7,2038,49,0
4,7,2039,79,0
4,7,2044,28,0
4,7,2051,0,45
4,7,2054,40,0
4,7,2055,17,0
4,7,2056,23,44
4,7,2077,0,34
4,7,2080,28,0
4,7,2084,28,0
4,7,2086,44,0
4,7,2115,25,0
