ContractDate,ContractSession,LoginName,ContractID,ContractPrice,ContractVolume,OrderID
2,4,SMovingAverageStrategy3,67,1956,41,157
2,4,SRandomStrategy0000,68,1956,50,148
2,4,SMovingAverageStrategy1,69,1956,43,155
2,4,SMovingAverageStrategy2,70,1956,34,156
2,4,SRandomStrategy0002,71,1956,31,150
2,4,SRandomStrategy0001,72,1956,40,149
2,4,SFSpreadStrategy2,73,1956,41,159
2,4,AntiTrendStrategy1,74,1956,43,146
2,4,SRsiStrategy2,75,1956,38,153
2,4,AntiTrendStrategy2,76,1956,39,124
2,4,SRandomStrategy0000,77,1956,25,137
2,4,AntiTrendStrategy2,78,1956,12,147
2,4,DayTradeStrategy2,79,1956,44,142
2,4,DayTradeStrategy1,80,1956,32,140
2,4,RsiStrategy,81,1956,47,151
