Date,Session,Price,SellVolume,BuyVolume
2,7,-1,0,0
2,7,1919,0,45
2,7,1923,0,24
2,7,1935,0,46
2,7,1936,0,142
2,7,1937,0,16
2,7,1938,0,59
2,7,1945,0,140
2,7,1948,0,40
2,7,1951,0,45
2,7,1953,0,30
2,7,1954,0,104
2,7,1957,0,29
2,7,1958,0,28
2,7,1959,37,0
2,7,1961,90,0
2,7,1962,32,0
2,7,1963,48,0
2,7,1968,19,0
2,7,1971,0,49
2,7,1973,0,18
2,7,1975,138,0
2,7,1977,60,0
2,7,1982,43,0
2,7,1984,23,0
2,7,1991,18,0
2,7,1993,58,0
2,7,1994,47,0
2,7,1996,37,0
2,7,1999,33,0
2,7,2000,19,0
2,7,2002,29,0
2,7,2003,30,0
2,7,2004,87,0
2,7,2012,38,0
2,7,2037,75,0
2,7,2039,11,0
