Date,Session,Price,SellVolume,BuyVolume
20,6,-1,0,0
20,6,2166,0,48
20,6,2190,0,38
20,6,2197,10,0
20,6,2198,0,45
20,6,2203,0,17
20,6,2206,47,0
20,6,2212,0,95
20,6,2230,41,0
20,6,2233,0,33
20,6,2234,0,35
20,6,2237,0,71
20,6,2239,50,170
20,6,2240,0,86
20,6,2241,0,76
20,6,2244,0,14
20,6,2247,0,63
20,6,2248,0,47
20,6,2249,0,50
20,6,2250,0,78
20,6,2252,0,48
20,6,2253,0,32
20,6,2256,27,0
20,6,2269,42,12
20,6,2272,47,0
20,6,2274,35,0
20,6,2275,48,0
20,6,2276,15,0
20,6,2278,49,0
20,6,2279,74,0
20,6,2282,57,0
20,6,2284,85,0
20,6,2285,71,0
20,6,2292,40,0
20,6,2332,15,0
