Date,Session,Price,SellVolume,BuyVolume
6,7,-1,0,0
6,7,2062,0,45
6,7,2077,0,44
6,7,2088,0,41
6,7,2090,0,81
6,7,2091,0,62
6,7,2092,0,18
6,7,2096,0,235
6,7,2118,42,0
6,7,2120,18,0
6,7,2125,39,0
6,7,2131,69,0
6,7,2133,52,0
6,7,2134,49,0
6,7,2139,200,0
6,7,2190,44,0
6,7,2198,48,0
6,7,2210,37,0
6,7,2222,32,0
6,7,2223,43,0
6,7,2228,61,0
6,7,2244,22,0
6,7,2254,36,0
6,7,2255,41,0
6,7,2258,23,0
6,7,2259,27,0
6,7,2262,43,0
6,7,2272,50,0
6,7,2273,0,33
6,7,2274,26,0
6,7,2280,15,0
6,7,2286,41,0
6,7,2287,26,0
6,7,2292,43,0
6,7,2303,48,0
