Date,Session,Price,SellVolume,BuyVolume
21,4,-1,0,0
21,4,2076,22,0
21,4,2085,0,31
21,4,2092,18,0
21,4,2094,0,31
21,4,2105,0,36
21,4,2106,0,15
21,4,2110,0,29
21,4,2111,0,37
21,4,2114,0,49
21,4,2116,0,35
21,4,2128,0,40
21,4,2135,0,36
21,4,2137,0,18
21,4,2138,0,33
21,4,2155,0,31
21,4,2161,0,36
21,4,2164,0,45
21,4,2167,0,18
21,4,2171,0,40
21,4,2185,0,35
21,4,2190,0,52
21,4,2195,0,34
21,4,2199,0,88
21,4,2200,0,12
21,4,2208,42,0
21,4,2209,40,0
21,4,2210,0,18
21,4,2215,0,3
21,4,2232,42,0
21,4,2234,28,0
21,4,2235,44,0
21,4,2237,0,39
21,4,2240,40,0
21,4,2244,145,0
21,4,2246,33,0
21,4,2267,42,0
21,4,2278,11,0
