Date,Session,Price,SellVolume,BuyVolume
26,7,-1,0,0
26,7,2141,0,40
26,7,2158,0,58
26,7,2159,0,33
26,7,2160,0,31
26,7,2161,0,24
26,7,2162,0,49
26,7,2163,0,47
26,7,2165,0,44
26,7,2167,0,33
26,7,2169,0,40
26,7,2171,0,107
26,7,2172,0,33
26,7,2173,0,56
26,7,2177,0,21
26,7,2178,0,143
26,7,2179,0,18
26,7,2181,0,22
26,7,2190,20,0
26,7,2191,33,0
26,7,2194,14,0
26,7,2196,119,0
26,7,2197,68,0
26,7,2201,83,0
26,7,2202,36,0
26,7,2203,0,39
26,7,2205,106,0
26,7,2207,25,0
26,7,2208,29,0
26,7,2209,12,0
26,7,2212,45,0
26,7,2214,53,0
26,7,2216,57,0
