Date,Session,Price,SellVolume,BuyVolume
30,8,-1,0,0
30,8,1937,0,41
30,8,1950,0,36
30,8,1971,0,43
30,8,1976,0,32
30,8,1981,0,37
30,8,1983,0,98
30,8,1986,0,36
30,8,1988,0,14
30,8,1991,0,82
30,8,1993,0,12
30,8,1994,0,45
30,8,1998,0,50
30,8,1999,0,37
30,8,2004,0,16
30,8,2009,0,43
30,8,2010,0,40
30,8,2012,0,41
30,8,2015,36,48
30,8,2019,0,32
30,8,2020,0,30
30,8,2024,0,40
30,8,2029,0,45
30,8,2030,0,49
30,8,2033,0,45
30,8,2038,0,29
30,8,2044,0,32
30,8,2045,0,13
30,8,2047,0,26
30,8,2051,0,25
30,8,2054,0,35
30,8,2056,0,25
30,8,2057,0,46
30,8,2061,0,10
30,8,2063,0,50
30,8,2065,0,6
30,8,2067,0,40
30,8,2068,17,0
30,8,2085,36,0
30,8,2091,66,0
30,8,2095,47,0
30,8,2097,49,0
30,8,2098,38,0
30,8,2099,39,0
30,8,2101,50,0
30,8,2102,20,0
30,8,2104,36,0
30,8,2105,22,0
30,8,2106,67,0
30,8,2108,50,0
30,8,2123,38,0
30,8,2125,0,46
