Date,Session,Price,SellVolume,BuyVolume
20,7,-1,0,0
20,7,2103,27,0
20,7,2146,0,25
20,7,2166,0,48
20,7,2186,23,0
20,7,2190,0,38
20,7,2194,0,34
20,7,2197,0,48
20,7,2198,0,45
20,7,2203,0,17
20,7,2212,0,95
20,7,2216,0,36
20,7,2227,0,45
20,7,2233,0,33
20,7,2234,0,35
20,7,2237,0,71
20,7,2239,0,170
20,7,2240,0,86
20,7,2241,0,76
20,7,2244,35,14
20,7,2247,0,63
20,7,2248,0,47
20,7,2249,0,50
20,7,2250,0,22
20,7,2252,29,0
20,7,2256,27,0
20,7,2262,0,24
20,7,2269,42,0
20,7,2272,131,0
20,7,2274,35,0
20,7,2275,48,0
20,7,2276,15,0
20,7,2278,49,0
20,7,2279,74,0
20,7,2282,57,0
20,7,2284,85,0
20,7,2285,71,0
20,7,2292,40,0
20,7,2332,15,0
