Date,Session,Price,SellVolume,BuyVolume
13,6,-1,0,0
13,6,2160,0,39
13,6,2162,0,38
13,6,2168,0,66
13,6,2175,0,47
13,6,2177,0,48
13,6,2180,0,54
13,6,2181,0,38
13,6,2190,0,78
13,6,2191,0,23
13,6,2194,0,41
13,6,2195,0,24
13,6,2199,0,34
13,6,2206,0,35
13,6,2207,0,197
13,6,2208,28,66
13,6,2210,0,35
13,6,2211,0,25
13,6,2215,0,17
13,6,2217,43,136
13,6,2220,0,47
13,6,2221,0,48
13,6,2224,0,29
13,6,2227,0,23
13,6,2229,21,0
13,6,2230,0,18
13,6,2231,0,19
13,6,2236,31,0
13,6,2239,6,0
13,6,2240,68,0
13,6,2241,0,23
13,6,2251,39,0
13,6,2252,28,0
13,6,2254,10,0
13,6,2257,34,0
13,6,2262,27,0
13,6,2271,34,0
13,6,2275,28,0
13,6,2277,35,0
