Date,Session,Price,SellVolume,BuyVolume
9,7,-1,0,0
9,7,2152,0,28
9,7,2157,0,50
9,7,2161,0,61
9,7,2165,0,66
9,7,2166,0,19
9,7,2177,0,27
9,7,2178,0,61
9,7,2179,0,78
9,7,2181,0,77
9,7,2185,0,23
9,7,2187,0,41
9,7,2191,0,43
9,7,2192,0,12
9,7,2204,44,0
9,7,2208,63,0
9,7,2216,20,0
9,7,2221,33,0
9,7,2222,27,0
9,7,2224,24,0
9,7,2246,48,0
9,7,2251,46,0
9,7,2252,44,0
9,7,2267,48,0
9,7,2271,29,0
9,7,2280,41,0
9,7,2288,20,0
9,7,2290,39,0
9,7,2295,37,0
9,7,2296,15,0
9,7,2306,22,0
9,7,2311,50,0
9,7,2312,48,0
9,7,2313,23,0
9,7,2314,27,0
9,7,2316,34,0
9,7,2318,31,0
9,7,2331,30,0
9,7,2337,30,0
