Date,Session,Price,SellVolume,BuyVolume
29,4,-1,0,0
29,4,2032,0,11
29,4,2036,0,30
29,4,2041,0,26
29,4,2045,0,30
29,4,2047,0,22
29,4,2051,0,23
29,4,2055,0,48
29,4,2056,0,38
29,4,2057,0,27
29,4,2060,0,49
29,4,2067,0,66
29,4,2069,0,14
29,4,2072,25,0
29,4,2074,0,17
29,4,2075,37,0
29,4,2076,0,46
29,4,2077,22,0
29,4,2078,0,48
29,4,2086,0,41
29,4,2089,0,55
29,4,2090,0,67
29,4,2092,0,20
29,4,2095,0,36
29,4,2096,15,88
29,4,2108,0,27
29,4,2122,18,0
29,4,2132,49,0
29,4,2133,50,0
29,4,2137,29,0
29,4,2156,38,0
29,4,2158,11,0
29,4,2160,25,0
29,4,2161,27,0
29,4,2169,30,0
29,4,2182,47,0
