Date,Session,Price,SellVolume,BuyVolume
21,5,-1,0,0
21,5,1956,0,40
21,5,1960,0,49
21,5,1967,0,32
21,5,1983,0,49
21,5,1992,0,30
21,5,2003,39,0
21,5,2085,0,31
21,5,2086,37,0
21,5,2094,0,31
21,5,2105,0,36
21,5,2106,0,15
21,5,2110,0,29
21,5,2111,0,37
21,5,2114,0,49
21,5,2116,0,35
21,5,2128,0,40
21,5,2135,0,36
21,5,2137,0,18
21,5,2138,0,33
21,5,2155,0,31
21,5,2161,0,36
21,5,2164,0,45
21,5,2167,0,18
21,5,2171,0,40
21,5,2185,0,35
21,5,2186,0,47
21,5,2190,0,52
21,5,2192,0,39
21,5,2194,28,0
21,5,2195,0,34
21,5,2199,0,88
21,5,2200,0,12
21,5,2203,0,20
21,5,2204,39,0
21,5,2208,22,0
21,5,2209,40,0
21,5,2223,0,48
21,5,2229,0,35
21,5,2231,81,0
21,5,2232,42,0
21,5,2234,28,0
21,5,2235,44,0
21,5,2240,40,0
21,5,2244,145,0
21,5,2246,33,0
21,5,2256,42,0
21,5,2267,42,0
21,5,2278,11,0
