Date,Session,Price,SellVolume,BuyVolume
22,6,-1,0,0
22,6,2057,0,40
22,6,2059,0,32
22,6,2072,0,10
22,6,2076,0,32
22,6,2083,0,45
22,6,2085,0,47
22,6,2087,0,46
22,6,2096,70,0
22,6,2099,0,31
22,6,2115,27,0
22,6,2127,13,0
22,6,2128,45,0
22,6,2129,27,0
22,6,2144,10,0
22,6,2147,33,60
22,6,2149,0,63
22,6,2155,0,91
22,6,2156,0,45
22,6,2157,0,38
22,6,2169,0,89
22,6,2178,27,0
22,6,2180,0,65
22,6,2184,26,22
22,6,2190,65,0
22,6,2192,77,0
22,6,2196,39,0
22,6,2197,56,0
22,6,2198,78,0
22,6,2200,57,0
22,6,2201,27,0
22,6,2204,33,0
22,6,2212,46,0
22,6,2219,85,0
