Date,Session,Price,SellVolume,BuyVolume
6,5,-1,0,0
6,5,2062,0,45
6,5,2077,0,44
6,5,2088,0,41
6,5,2090,0,81
6,5,2091,0,14
6,5,2092,20,18
6,5,2095,46,0
6,5,2096,0,96
6,5,2117,33,0
6,5,2118,52,0
6,5,2120,18,0
6,5,2126,0,28
6,5,2131,69,0
6,5,2133,52,0
6,5,2134,49,0
6,5,2139,72,0
6,5,2144,0,11
6,5,2190,44,0
6,5,2198,48,0
6,5,2210,37,0
6,5,2222,32,0
6,5,2223,43,0
6,5,2228,61,0
6,5,2243,0,42
6,5,2244,22,0
6,5,2254,36,0
6,5,2258,23,0
6,5,2259,27,0
6,5,2262,43,0
6,5,2272,50,0
6,5,2280,15,0
6,5,2286,41,0
6,5,2287,26,0
6,5,2292,43,0
6,5,2303,48,0
