Date,Session,Price,SellVolume,BuyVolume
20,4,-1,0,0
20,4,2212,0,95
20,4,2219,21,0
20,4,2224,33,0
20,4,2229,50,0
20,4,2234,0,35
20,4,2239,0,127
20,4,2240,0,86
20,4,2241,0,38
20,4,2244,0,14
20,4,2247,0,27
20,4,2248,0,47
20,4,2249,0,50
20,4,2250,0,78
20,4,2252,14,48
20,4,2253,0,32
20,4,2254,19,0
20,4,2256,0,32
20,4,2258,0,40
20,4,2261,0,44
20,4,2262,0,40
20,4,2269,42,49
20,4,2272,47,0
20,4,2274,35,0
20,4,2275,48,0
20,4,2276,15,0
20,4,2279,74,0
20,4,2284,85,0
20,4,2285,71,0
20,4,2292,40,0
20,4,2294,0,29
20,4,2332,15,0
