Date,Session,Price,SellVolume,BuyVolume
5,5,-1,0,0
5,5,2002,0,46
5,5,2015,0,41
5,5,2028,0,77
5,5,2033,0,11
5,5,2035,0,68
5,5,2036,0,34
5,5,2049,0,56
5,5,2050,0,47
5,5,2051,0,40
5,5,2052,30,0
5,5,2055,36,0
5,5,2059,0,25
5,5,2063,0,20
5,5,2070,0,23
5,5,2072,62,0
5,5,2076,63,0
5,5,2077,28,0
5,5,2079,0,23
5,5,2080,64,0
5,5,2082,46,0
5,5,2083,75,0
5,5,2086,40,0
5,5,2090,51,0
5,5,2092,81,0
5,5,2101,24,0
5,5,2105,46,0
5,5,2112,19,0
5,5,2135,50,0
5,5,2142,42,0
5,5,2143,40,0
5,5,2149,24,0
5,5,2155,50,0
5,5,2161,25,0
5,5,2164,0,33
5,5,2169,47,0
5,5,2172,43,0
5,5,2173,61,0
5,5,2180,41,0
5,5,2188,38,0
5,5,2190,27,0
5,5,2212,45,0
