Date,Session,Price,SellVolume,BuyVolume
14,5,-1,0,0
14,5,2156,0,50
14,5,2170,0,41
14,5,2199,0,16
14,5,2202,0,60
14,5,2203,0,77
14,5,2206,0,44
14,5,2214,0,88
14,5,2215,0,28
14,5,2217,0,83
14,5,2224,0,30
14,5,2226,0,21
14,5,2229,41,0
14,5,2235,0,26
14,5,2236,31,0
14,5,2237,19,0
14,5,2240,0,15
14,5,2245,39,0
14,5,2246,35,23
14,5,2247,55,0
14,5,2248,66,0
14,5,2249,47,0
14,5,2252,35,0
14,5,2259,63,0
14,5,2260,76,0
14,5,2261,0,11
14,5,2262,45,27
14,5,2269,33,0
14,5,2272,42,0
14,5,2275,30,0
14,5,2276,48,0
14,5,2296,29,0
14,5,2299,34,0
