Date,Session,Price,SellVolume,BuyVolume
7,6,-1,0,0
7,6,2095,0,55
7,6,2100,0,17
7,6,2114,0,32
7,6,2116,0,57
7,6,2117,0,18
7,6,2126,0,30
7,6,2128,0,24
7,6,2136,0,139
7,6,2138,0,17
7,6,2148,0,14
7,6,2149,0,33
7,6,2154,0,33
7,6,2156,0,17
7,6,2157,4,0
7,6,2159,26,0
7,6,2167,38,0
7,6,2168,49,0
7,6,2169,27,0
7,6,2179,123,0
7,6,2180,49,0
7,6,2252,34,0
7,6,2286,38,0
7,6,2296,26,0
7,6,2305,18,0
7,6,2310,50,0
7,6,2311,23,0
7,6,2319,42,0
7,6,2321,48,0
7,6,2324,32,0
7,6,2326,43,0
7,6,2328,72,0
7,6,2329,29,0
7,6,2330,19,0
7,6,2331,41,0
7,6,2336,45,0
7,6,2352,43,0
