Date,Session,Price,SellVolume,BuyVolume
29,7,-1,0,0
29,7,1987,0,28
29,7,1994,0,38
29,7,2007,0,50
29,7,2014,0,25
29,7,2019,0,29
29,7,2020,0,39
29,7,2021,0,23
29,7,2024,0,55
29,7,2032,0,11
29,7,2035,0,21
29,7,2036,0,30
29,7,2037,0,43
29,7,2041,0,26
29,7,2044,0,29
29,7,2045,0,30
29,7,2047,0,22
29,7,2051,0,23
29,7,2055,0,48
29,7,2056,0,38
29,7,2057,0,74
29,7,2060,0,49
29,7,2067,0,66
29,7,2068,0,24
29,7,2069,0,85
29,7,2074,0,64
29,7,2075,0,67
29,7,2076,31,71
29,7,2077,41,72
29,7,2078,0,48
29,7,2082,0,81
29,7,2086,0,41
29,7,2089,0,42
29,7,2090,42,0
29,7,2093,21,36
29,7,2097,19,0
29,7,2099,45,0
29,7,2109,58,0
29,7,2110,35,0
29,7,2116,28,0
29,7,2122,18,0
29,7,2132,49,0
29,7,2133,50,0
29,7,2137,29,0
29,7,2156,38,0
29,7,2158,11,0
29,7,2160,25,0
29,7,2161,27,0
29,7,2169,30,0
29,7,2182,47,0
