Date,Session,Price,SellVolume,BuyVolume
25,3,-1,0,0
25,3,2138,0,55
25,3,2162,11,0
25,3,2163,0,43
25,3,2172,0,48
25,3,2178,0,69
25,3,2183,0,13
25,3,2186,0,31
25,3,2187,0,42
25,3,2193,0,21
25,3,2201,0,12
25,3,2204,0,37
25,3,2206,42,0
25,3,2208,26,0
25,3,2209,37,0
25,3,2210,47,0
25,3,2212,0,34
25,3,2220,35,0
25,3,2222,27,0
25,3,2226,25,0
25,3,2227,21,0
25,3,2231,48,0
25,3,2232,46,27
25,3,2240,46,0
25,3,2243,0,47
25,3,2244,45,0
25,3,2246,16,0
25,3,2248,15,0
25,3,2254,25,0
25,3,2255,17,0
25,3,2280,41,0
