Date,Session,Price,SellVolume,BuyVolume
26,6,-1,0,0
26,6,2141,0,40
26,6,2158,0,58
26,6,2159,0,33
26,6,2160,0,31
26,6,2161,0,24
26,6,2162,0,49
26,6,2163,0,47
26,6,2165,0,44
26,6,2167,0,33
26,6,2171,0,107
26,6,2173,0,56
26,6,2174,48,0
26,6,2177,0,21
26,6,2178,0,105
26,6,2179,11,18
26,6,2181,0,22
26,6,2183,37,0
26,6,2190,25,0
26,6,2191,33,0
26,6,2193,0,19
26,6,2196,70,0
26,6,2197,47,0
26,6,2201,83,21
26,6,2202,36,22
26,6,2205,78,0
26,6,2207,25,0
26,6,2208,29,0
26,6,2209,0,39
26,6,2214,53,0
26,6,2216,57,0
