Date,Session,Price,SellVolume,BuyVolume
23,7,-1,0,0
23,7,2068,0,27
23,7,2085,0,11
23,7,2091,0,48
23,7,2095,0,68
23,7,2098,0,63
23,7,2099,0,33
23,7,2100,0,48
23,7,2101,0,35
23,7,2103,0,46
23,7,2104,0,42
23,7,2105,0,34
23,7,2106,0,13
23,7,2107,0,26
23,7,2108,0,50
23,7,2110,0,45
23,7,2111,0,46
23,7,2114,0,47
23,7,2115,0,47
23,7,2116,0,24
23,7,2117,0,97
23,7,2123,44,0
23,7,2127,18,0
23,7,2128,38,0
23,7,2135,14,0
23,7,2136,42,0
23,7,2138,42,0
23,7,2141,59,0
23,7,2143,105,0
23,7,2145,74,0
23,7,2146,70,0
23,7,2156,24,0
23,7,2157,56,0
23,7,2158,48,0
23,7,2162,22,0
23,7,2165,83,0
23,7,2179,48,0
