Date,Session,Price,SellVolume,BuyVolume
14,8,-1,0,0
14,8,2156,0,50
14,8,2170,0,41
14,8,2199,0,16
14,8,2202,0,60
14,8,2203,0,77
14,8,2206,0,44
14,8,2214,0,88
14,8,2215,0,28
14,8,2216,0,63
14,8,2217,0,83
14,8,2224,0,66
14,8,2226,0,127
14,8,2227,0,41
14,8,2234,0,34
14,8,2235,0,26
14,8,2239,32,0
14,8,2245,0,17
14,8,2248,11,0
14,8,2249,47,25
14,8,2250,0,10
14,8,2252,67,0
14,8,2255,35,0
14,8,2257,11,0
14,8,2259,63,49
14,8,2260,104,0
14,8,2261,69,0
14,8,2262,45,0
14,8,2266,44,0
14,8,2269,129,0
14,8,2270,42,0
14,8,2271,47,0
14,8,2272,42,0
14,8,2275,30,12
14,8,2276,48,0
14,8,2279,66,22
14,8,2282,0,45
14,8,2283,0,20
14,8,2285,41,0
14,8,2291,48,0
14,8,2293,27,0
14,8,2296,29,0
14,8,2299,34,0
14,8,2300,38,0
14,8,2321,40,0
