Date,Session,Price,SellVolume,BuyVolume
5,7,-1,0,0
5,7,2002,0,46
5,7,2015,0,41
5,7,2022,0,45
5,7,2028,0,77
5,7,2033,0,11
5,7,2035,0,68
5,7,2036,0,34
5,7,2046,0,90
5,7,2049,0,56
5,7,2050,0,47
5,7,2051,0,40
5,7,2052,33,16
5,7,2056,0,60
5,7,2058,43,0
5,7,2059,0,25
5,7,2062,0,44
5,7,2063,0,20
5,7,2070,0,13
5,7,2072,16,0
5,7,2076,22,0
5,7,2077,28,0
5,7,2079,0,14
5,7,2080,64,0
5,7,2082,46,0
5,7,2083,75,0
5,7,2084,46,0
5,7,2086,40,0
5,7,2087,60,0
5,7,2090,51,0
5,7,2092,81,0
5,7,2097,43,0
5,7,2101,24,0
5,7,2105,46,0
5,7,2112,19,0
5,7,2135,50,0
5,7,2142,42,0
5,7,2143,40,0
5,7,2149,24,0
5,7,2155,50,0
5,7,2161,25,0
5,7,2169,47,0
5,7,2172,43,0
5,7,2173,61,38
5,7,2180,41,0
5,7,2187,18,0
5,7,2188,38,0
5,7,2189,45,0
5,7,2190,27,0
5,7,2197,35,0
5,7,2212,45,0
5,7,2234,19,0
5,7,2245,18,0
5,7,2254,41,0
5,7,2284,28,0
5,7,2288,39,0
5,7,2295,23,0
5,7,2302,0,19
5,7,2315,0,18
