Date,Session,Price,SellVolume,BuyVolume
25,7,-1,0,0
25,7,2138,0,55
25,7,2154,19,0
25,7,2163,0,43
25,7,2164,50,0
25,7,2170,0,20
25,7,2172,0,48
25,7,2178,0,69
25,7,2181,0,71
25,7,2183,40,13
25,7,2186,0,55
25,7,2187,0,90
25,7,2191,0,17
25,7,2193,0,49
25,7,2195,0,84
25,7,2198,0,49
25,7,2201,0,41
25,7,2204,0,42
25,7,2216,35,0
25,7,2220,2,0
25,7,2221,58,0
25,7,2222,64,23
25,7,2226,119,0
25,7,2227,21,0
25,7,2230,35,0
25,7,2231,48,0
25,7,2232,121,0
25,7,2240,93,0
25,7,2241,10,0
25,7,2242,20,0
25,7,2243,21,0
25,7,2244,85,0
25,7,2246,16,0
25,7,2248,15,0
25,7,2250,38,0
25,7,2252,37,0
25,7,2254,25,0
25,7,2255,17,0
25,7,2280,41,0
