Date,Session,Price,SellVolume,BuyVolume
15,7,-1,0,0
15,7,2191,0,38
15,7,2215,0,13
15,7,2218,0,83
15,7,2222,0,30
15,7,2224,0,41
15,7,2227,28,0
15,7,2229,0,48
15,7,2231,0,166
15,7,2232,0,162
15,7,2234,0,28
15,7,2235,0,92
15,7,2236,0,17
15,7,2239,0,28
15,7,2242,0,23
15,7,2246,0,11
15,7,2256,0,50
15,7,2257,9,0
15,7,2259,11,0
15,7,2263,118,0
15,7,2267,45,0
15,7,2273,33,0
15,7,2275,0,23
15,7,2276,47,0
15,7,2277,102,0
15,7,2278,48,0
15,7,2279,46,0
15,7,2280,33,0
15,7,2285,41,0
15,7,2286,0,12
15,7,2290,0,20
15,7,2292,31,0
15,7,2302,0,20
15,7,2309,0,11
15,7,2350,33,0
