Date,Session,Price,SellVolume,BuyVolume
29,8,-1,0,0
29,8,1983,0,23
29,8,1987,0,28
29,8,1994,0,38
29,8,2007,0,50
29,8,2014,0,25
29,8,2017,22,0
29,8,2019,0,29
29,8,2020,0,39
29,8,2021,0,23
29,8,2024,0,55
29,8,2025,0,25
29,8,2029,47,0
29,8,2030,0,27
29,8,2032,0,11
29,8,2035,0,21
29,8,2036,0,30
29,8,2037,0,43
29,8,2041,0,26
29,8,2044,0,29
29,8,2045,0,30
29,8,2047,0,22
29,8,2051,0,23
29,8,2055,0,48
29,8,2056,0,38
29,8,2057,0,74
29,8,2058,0,31
29,8,2060,0,49
29,8,2067,0,99
29,8,2068,0,24
29,8,2069,0,85
29,8,2074,0,64
29,8,2075,0,98
29,8,2076,0,89
29,8,2077,0,72
29,8,2078,0,48
29,8,2080,0,19
29,8,2082,0,81
29,8,2086,0,41
29,8,2089,0,6
29,8,2090,42,0
29,8,2093,49,0
29,8,2097,19,0
29,8,2099,45,0
29,8,2108,62,0
29,8,2109,58,0
29,8,2110,35,0
29,8,2114,40,0
29,8,2116,28,0
29,8,2122,18,0
29,8,2132,49,0
29,8,2133,50,0
29,8,2137,29,0
29,8,2156,38,0
29,8,2158,11,0
29,8,2160,25,0
29,8,2161,27,0
29,8,2169,30,0
29,8,2182,47,0
