Date,Session,Price,SellVolume,BuyVolume
30,5,-1,0,0
30,5,1937,0,41
30,5,1950,0,36
30,5,1971,0,43
30,5,1976,0,32
30,5,1982,20,0
30,5,1983,0,49
30,5,1986,0,36
30,5,1988,0,14
30,5,1991,0,82
30,5,1994,0,45
30,5,1999,0,37
30,5,2004,0,16
30,5,2010,0,40
30,5,2012,0,41
30,5,2015,0,30
30,5,2019,0,32
30,5,2020,0,30
30,5,2024,0,40
30,5,2029,0,45
30,5,2030,0,49
30,5,2033,0,45
30,5,2038,0,29
30,5,2045,0,13
30,5,2051,0,25
30,5,2053,40,0
30,5,2054,0,35
30,5,2057,0,46
30,5,2061,0,10
30,5,2063,0,50
30,5,2065,0,13
30,5,2073,0,14
30,5,2075,0,12
30,5,2079,0,42
30,5,2080,0,21
30,5,2095,47,0
30,5,2098,38,0
30,5,2099,39,0
30,5,2101,50,0
30,5,2102,20,0
30,5,2104,36,0
30,5,2105,22,0
30,5,2106,67,0
30,5,2123,38,0
