Date,Session,Price,SellVolume,BuyVolume
19,6,-1,0,0
19,6,2181,0,18
19,6,2183,0,30
19,6,2198,0,22
19,6,2202,0,80
19,6,2207,0,67
19,6,2209,0,48
19,6,2210,0,47
19,6,2211,0,18
19,6,2214,0,62
19,6,2216,0,22
19,6,2222,0,16
19,6,2223,0,34
19,6,2224,0,19
19,6,2228,0,44
19,6,2231,0,42
19,6,2232,0,20
19,6,2234,0,42
19,6,2235,32,0
19,6,2236,0,49
19,6,2238,39,0
19,6,2239,16,0
19,6,2241,42,0
19,6,2242,94,0
19,6,2247,61,0
19,6,2250,44,0
19,6,2252,79,0
19,6,2254,77,0
19,6,2255,25,0
19,6,2256,29,0
19,6,2259,60,0
19,6,2262,40,0
19,6,2277,50,0
