Date,Session,Price,SellVolume,BuyVolume
25,8,-1,0,0
25,8,2138,0,55
25,8,2157,43,0
25,8,2163,0,43
25,8,2170,0,20
25,8,2172,0,48
25,8,2175,0,42
25,8,2176,0,62
25,8,2178,0,69
25,8,2181,0,71
25,8,2183,0,13
25,8,2185,0,24
25,8,2186,0,55
25,8,2187,0,139
25,8,2191,28,17
25,8,2193,0,49
25,8,2195,0,84
25,8,2198,0,46
25,8,2206,15,0
25,8,2216,35,0
25,8,2219,86,0
25,8,2220,2,0
25,8,2221,58,0
25,8,2222,64,0
25,8,2226,119,0
25,8,2227,21,0
25,8,2230,35,0
25,8,2231,48,0
25,8,2232,121,0
25,8,2240,93,0
25,8,2241,10,0
25,8,2242,20,0
25,8,2243,21,0
25,8,2244,85,0
25,8,2246,31,0
25,8,2248,15,0
25,8,2250,38,0
25,8,2252,37,0
25,8,2254,25,0
25,8,2255,17,0
25,8,2280,41,0
